Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2015 Sense Gym Developmental meet #1, 2015-05-02, Open Men's 85 kg, Merrek Peters, 82.4, 80, 85, 93, 120, 130, 135, 93, 135, 228
2015 Sense Gym Developmental meet #1, 2015-05-02, Open Men's 105 kg, Leon Tsoi, 94.6, 85, -93, 95, 110, 115, 120, 95, 120, 215
2015 Sense Gym Developmental meet #1, 2015-05-02, Open Men's 94 kg, Jheric Chow, 85.1, -85, -85, 85, -115, -115, 117, 85, 117, 202
2015 Sense Gym Developmental meet #1, 2015-05-02, Open Men's 94 kg, Dennis Porcher, 88.4, 75, 80, 85, -95, -95, 100, 85, 100, 185
2015 Sense Gym Developmental meet #1, 2015-05-02, Open Men's 85 kg, Anthony Tran, 80.5, 55, 60, -65, 80, -85, 88, 60, 88, 148
2015 Sense Gym Developmental meet #1, 2015-05-02, Open Men's 77 kg, Joseph Herbias, 75.5, 50, 55, -60, 70, -80, 81, 55, 81, 136
2015 Sense Gym Developmental meet #1, 2015-05-02, Women's Masters (40-44) 75 kg, Rowena Porcher, 71.4, 40, 45, 50, 58, 63, 68, 50, 68, 118
2015 Sense Gym Developmental meet #1, 2015-05-02, Women's Masters (40-44) +75 kg, Claudia Solorio, 89.2, 35, 42, 46, 55, 60, -65, 46, 60, 106
2015 Sense Gym Developmental meet #1, 2015-05-02, Women's Masters (45-49) 63 kg, Devorah Allen, 61.2, 32, 35, 38, 40, 45, 52, 38, 52, 90
2015 Sense Gym Developmental meet #1, 2015-05-02, Women's Masters (45-49) 69 kg, Christine Alba, 64.8, -38, 38, -40, -55, -55, -55, 38, 0, 0




















