Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance National Univ/U23 Qualifier, 2018-03-25, Open Men's 85 kg, Wyatt Mertens, 84.5, 105, 110, 0, 138, 0, 0, 110, 138, 248
Last Chance National Univ/U23 Qualifier, 2018-03-25, Open Men's 105 kg, Ryan McGoffin, 97, 95, 100, -105, 112, 118, 123, 100, 123, 223
Last Chance National Univ/U23 Qualifier, 2018-03-25, Open Men's 85 kg, Matthew Henry, 84, 80, 85, 90, -90, 90, 95, 90, 95, 185
Last Chance National Univ/U23 Qualifier, 2018-03-25, Open Women's 63 kg, Erica Parise, 61.04, 64, -67, 70, 75, 80, 85, 70, 85, 155
Last Chance National Univ/U23 Qualifier, 2018-03-25, Open Women's 53 kg, Fabiola Cunningham, 52.83, 59, 62, 64, 78, 82, 85, 64, 85, 149
Last Chance National Univ/U23 Qualifier, 2018-03-25, Open Women's 75 kg, Renae Barry, 74.45, 63, -65, -65, 73, 76, 78, 63, 78, 141
Last Chance National Univ/U23 Qualifier, 2018-03-25, Women's Masters (40-44) 58 kg, Midori Krieger, 53.91, 38, -40, 40, 50, 55, -58, 40, 55, 95
Last Chance National Univ/U23 Qualifier, 2018-03-25, Women's Masters (55-59) 69 kg, Leisa Austin, 63.68, 30, 33, 35, 45, 48, -51, 35, 48, 83
Last Chance National Univ/U23 Qualifier, 2018-03-25, Open Men's 77 kg, Mark Knight, 75.98, 105, -108, -108, -135, -135, -135, 105, 0, 0





















