Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
University Nationals Last Chance Qualifier, 2016-08-27, Open Men's 94 kg, Jason Sawyer, 86.5, 85, -90, -90, 95, 100, -105, 85, 100, 185
University Nationals Last Chance Qualifier, 2016-08-27, Open Women's 75 kg, Jessica Cummings, 70, 60, 63, 65, 67, -70, 71, 65, 71, 136
University Nationals Last Chance Qualifier, 2016-08-27, Open Women's 53 kg, Brianna Dandurant, 53, -54, 55, -57, -70, -70, 70, 55, 70, 125
University Nationals Last Chance Qualifier, 2016-08-27, Open Men's 85 kg, Stephen Condon, 81, 50, -85, -85, 65, -66, 66, 50, 66, 116
University Nationals Last Chance Qualifier, 2016-08-27, Open Women's 53 kg, Ashley Ricard, 52.5, -39, 39, 40, 55, 57, -59, 40, 57, 97
University Nationals Last Chance Qualifier, 2016-08-27, Open Women's 53 kg, Angela Moccio, 52.7, -53, -55, -55, 63, -66, -66, 0, 63, 0
University Nationals Last Chance Qualifier, 2016-08-27, Open Men's 69 kg, Peter Lee, 68.1, -85, -85, -85, 90, -95, -95, 0, 90, 0























