Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2020 Summer Slam, 2020-08-22, Men's Masters (35-39) 109kg, John Smith, 108, -110, 110, 115, 130, 135, 140, 115, 140, 255
2020 Summer Slam, 2020-08-22, Open Men's 102kg, Thomas Coffrin, 99.7, -88, -88, 88, 118, 124, 130, 88, 130, 218
2020 Summer Slam, 2020-08-22, Men's Masters (35-39) 96kg, Paul Sumner, 96, 95, -100, 100, 115, -120, -120, 100, 115, 215
2020 Summer Slam, 2020-08-22, Open Women's +87kg, Monique Stewart, 95.5, -75, 75, 78, 100, -105, -105, 78, 100, 178
2020 Summer Slam, 2020-08-22, Open Women's 71kg, Samantha Kirkland, 68.6, 70, -74, -74, 85, 90, -92, 70, 90, 160
2020 Summer Slam, 2020-08-22, Women's Masters (35-39) 71kg, Amy Pierce, 67.5, 62, 65, -68, 75, 78, 82, 65, 82, 147
2020 Summer Slam, 2020-08-22, Women's 14-15 Age Group 55kg, TAYLOR TINGEN, 52, 45, 47, 49, 60, 63, 64, 49, 64, 113
2020 Summer Slam, 2020-08-22, Open Women's 64kg, Gabrielle Derosier, 61.1, 49, 50, -51, 62, -63, 63, 50, 63, 113
2020 Summer Slam, 2020-08-22, Women's Masters (35-39) 59kg, Megan Patton, 57.7, 45, 48, -51, 60, 63, -66, 48, 63, 111
2020 Summer Slam, 2020-08-22, Open Women's 87kg, Amanda Coffrin, 84.4, 40, 45, 50, 53, 55, 60, 50, 60, 110
2020 Summer Slam, 2020-08-22, Women's 13 Under Age Group +64kg, Samantha HARRIS, 75.4, 40, 43, 45, 40, 43, 46, 45, 46, 91



















