Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2015 Youth Nationals Northern MN. Qualifier, 2015-05-23, Open Men's 94 kg, William Staska, 92.07, 97, 102, 106, 120, 127, -132, 106, 127, 233
2015 Youth Nationals Northern MN. Qualifier, 2015-05-23, Men's 14-15 Age Group 69 kg, Grant Hegrenes, 67.92, 55, -57, 57, 73, 75, -76, 57, 75, 132
2015 Youth Nationals Northern MN. Qualifier, 2015-05-23, Men's 14-15 Age Group 56 Kg, Hadyn Anderson, 53.41, -46, 47, 51, 63, 66, 68, 51, 68, 119
2015 Youth Nationals Northern MN. Qualifier, 2015-05-23, Open Men's 69 kg, Joseph Heagle, 66.22, 37, 40, 42, 50, 55, 60, 42, 60, 102
2015 Youth Nationals Northern MN. Qualifier, 2015-05-23, Men's 13 Under Age Group 50 Kg, Caden Hofstad, 48.42, 32, 35, -37, 44, 48, 50, 35, 50, 85
2015 Youth Nationals Northern MN. Qualifier, 2015-05-23, Men's 13 Under Age Group 56 Kg, Wyatt Miskovich, 55.56, 34, 36, -38, 42, 46, -48, 36, 46, 82
























