Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
In House Winter Season Qualification Meet, 2019-02-02, Open Men's 81kg, Christian Salas, 79.6, 90, 94, 98, 107, 120, 126, 98, 126, 224
In House Winter Season Qualification Meet, 2019-02-02, Open Men's 102kg, joshua pisciotta, 99.2, 95, 100, 103, 119, 0, 0, 103, 119, 222
In House Winter Season Qualification Meet, 2019-02-02, Open Men's 109kg, Martin Sisneroz, 108.6, 90, 95, 0, 110, 116, 121, 95, 121, 216
In House Winter Season Qualification Meet, 2019-02-02, Open Men's 89kg, Aljamin Santos, 88.6, 90, 0, 0, 0, 112, 0, 90, 112, 202
In House Winter Season Qualification Meet, 2019-02-02, Open Men's 67kg, Aaron Pahk, 66.3, 80, 83, 86, 95, 103, 110, 86, 110, 196
In House Winter Season Qualification Meet, 2019-02-02, Open Men's 102kg, William Mazelin, 101, 82, 85, 88, 100, 0, 105, 88, 105, 193
























