Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Team Florida Gainesville In-House Developmental meet, 2021-04-24, Open Men's 96kg, Eduardo Rijos, 91.2, -100, 100, 105, 120, 125, 0, 105, 125, 230
Team Florida Gainesville In-House Developmental meet, 2021-04-24, Open Men's 73kg, Christopher Follenius, 67.9, -76, -76, 80, 95, 100, 105, 80, 105, 185
Team Florida Gainesville In-House Developmental meet, 2021-04-24, Open Men's 96kg, Glenn Taylor, 89.5, 75, -80, 80, -95, 95, 100, 80, 100, 180
Team Florida Gainesville In-House Developmental meet, 2021-04-24, Open Men's 73kg, Braden Follenius, 70.1, -70, 70, 75, 90, 95, 0, 75, 95, 170
Team Florida Gainesville In-House Developmental meet, 2021-04-24, Open Women's 64kg, Rebekah taylor, 61.7, -63, -63, 63, 80, -85, -90, 63, 80, 143
Team Florida Gainesville In-House Developmental meet, 2021-04-24, Open Women's 59kg, Kerry Vellake, 55.7, 50, -53, -53, 60, 63, 65, 50, 65, 115
Team Florida Gainesville In-House Developmental meet, 2021-04-24, Open Women's 55kg, Claudia Marina Velasquez, 51.1, 40, 43, 45, 48, 51, 55, 45, 55, 100























