Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Fresh Coast Open, 2019-06-22, Open Men's 96kg, Dylan Hamming, 95.7, 114, 125, 127, 143, 150, 161, 127, 161, 288
Fresh Coast Open, 2019-06-22, Open Men's 89kg, Tully Chapman, 84.4, 115, 120, 126, 145, 152, 161, 126, 161, 287
Fresh Coast Open, 2019-06-22, Open Men's 96kg, Ben Slater, 93.1, 73, 78, 87, 90, 103, 105, 87, 105, 192
Fresh Coast Open, 2019-06-22, Open Men's 102kg, JASON WOODS, 96.5, 57, 62, 68, 102, 105, 109, 68, 109, 177
Fresh Coast Open, 2019-06-22, Open Women's 81kg, JorDonna Bergeron, 79.1, 65, 65, 69, 85, 89, 93, 69, 93, 162
Fresh Coast Open, 2019-06-22, Women's 16-17 Age Group 71kg, Ava Bentley, 66.9, 57, 60, 64, 69, 73, 76, 64, 76, 140
Fresh Coast Open, 2019-06-22, Open Men's 81kg, Robert Bergin, 80.1, 57, 60, 63, 65, 69, 73, 63, 73, 136























