Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Winter Invitational, 2022-01-22, Open Men's 102kg, Jason Frimpong, 101.1, 100, 110, 120, 141, -153, 153, 120, 153, 273
Winter Invitational, 2022-01-22, Open Men's 109kg, Andrew Olson, 104.1, 100, 110, -118, 125, 131, 140, 110, 140, 250
Winter Invitational, 2022-01-22, Open Women's 71kg, Madison Motil, 64.3, 50, 54, 56, 64, 68, 72, 56, 72, 128



























