Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
The Goodland Open, 2014-03-29, Open Men's 94 kg, Christopher Hamilton, 91.4, 95, 102, 106, 120, 125, 125, 106, 125, 231
The Goodland Open, 2014-03-29, Open Men's 94 kg, John Goiri, 93.7, 72, 76, 76, 81, 86, 90, 76, 90, 166
The Goodland Open, 2014-03-29, Open Women's 63 kg, Christine Na, 61.3, 62, 64, 67, 83, 85, 88, 67, 88, 155
The Goodland Open, 2014-03-29, Open Men's 85 kg, Chris Ludwig, 82.1, 56, 59, 59, 80, 80, 80, 59, 80, 139
The Goodland Open, 2014-03-29, Open Women's 69 kg, Laura McMahon, 67, 44, 50, 51, 66, 70, 74, 51, 74, 125
The Goodland Open, 2014-03-29, Open Women's 75 kg, Jen Dickman, 72.7, 43, 47, 50, 56, 65, 72, 50, 72, 122
The Goodland Open, 2014-03-29, Open Women's 58 kg, Alexandra Hurd, 54.7, 47, 50, 50, 63, 64, 64, 50, 64, 114
The Goodland Open, 2014-03-29, Open Men's 94 kg, Nicholas Conn, 92.4, 105, 108, 0, 0, 0, 0, 108, 0, 0






















