Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance Qualifier Deuce, 2013-12-13, Open Men's 77 kg, Sean Blair, 74.9, 95, 100, -103, 130, 135, -140, 100, 135, 235
Last Chance Qualifier Deuce, 2013-12-13, Open Men's 105 kg, David Foster, 105, 96, 100, -104, -125, 129, -134, 100, 129, 229
Last Chance Qualifier Deuce, 2013-12-13, Open Men's 85 kg, Christopher Crowder, 84.5, 90, 95, 100, 110, 115, 118, 100, 118, 218
Last Chance Qualifier Deuce, 2013-12-13, Open Men's 94 kg, Jonah Matthes, 93.8, 94, 97, 100, 100, 110, 115, 100, 115, 215
Last Chance Qualifier Deuce, 2013-12-13, Open Men's 69 kg, Tyler Bell, 68.03, 73, -75, -75, 95, 100, -105, 73, 100, 173
Last Chance Qualifier Deuce, 2013-12-13, Open Women's 75 kg, Laura Mattison, 74.3, 55, 60, 65, -75, 75, 80, 65, 80, 145
























