Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Another Reason to Celebrate, 2012-05-05, Open Women's 58 kg, Becky Freeman, 57.98, 0, 0, 0, 84, 0, 0, 0, 84, 0
Another Reason to Celebrate, 2012-05-05, Open Women's 69 kg, Camas Barkemeyer, 66.7, 0, 0, 0, 75, 0, 0, 0, 75, 0
Another Reason to Celebrate, 2012-05-05, Open Women's 75 kg, Kimberly Proctor, 72.86, 0, 0, 0, 73, 0, 0, 0, 73, 0
Another Reason to Celebrate, 2012-05-05, Open Men's 77 kg, Eric Johnson, 74.92, 0, 0, 0, 120, 0, 0, 0, 120, 0
Another Reason to Celebrate, 2012-05-05, Open Men's 94 kg, Jason Barkemeyer, 89.84, 0, 0, 0, 151, 0, 0, 0, 151, 0
Another Reason to Celebrate, 2012-05-05, Open Men's 105 kg, Christopher Lopez, 100.78, 0, 0, 0, 115, 0, 0, 0, 115, 0
Another Reason to Celebrate, 2012-05-05, Open Men's 105 kg, Michael LaMantia, 100.75, 0, 0, 0, 145, 0, 0, 0, 145, 0
Another Reason to Celebrate, 2012-05-05, Open Men's 105 kg, Griffin Keller, 102.79, 0, 0, 0, 152, 0, 0, 0, 152, 0






















