Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's 105 kg, Connor Andras, 95.2, 0, 0, 0, 105, 0, 0, 0, 105, 0
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's 69 kg, Aquid Bernard, 68.9, 0, 0, 0, 0, 0, 0, 0, 0, 0
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's 62 kg, Eric Burrell, 60.3, 0, 0, 0, 67, 0, 0, 0, 67, 0
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's 62 kg, Derrick Kula, 58.9, 0, 0, 0, 70, 0, 0, 0, 70, 0
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's 85 kg, Jacob Ryan, 82.5, 0, 0, 0, 85, 0, 0, 0, 85, 0
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's 77 kg, Jacob Vingua, 75.2, 0, 0, 0, 110, 0, 0, 0, 110, 0
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's 77 kg, Timothy Volk, 71, 0, 0, 0, 70, 0, 0, 0, 70, 0
Hoosier Barbell Club Development Meet II, 2012-02-18, Open Men's+105 kg, Jacob Brown, 108, 0, 0, 0, 85, 0, 0, 0, 85, 0






















