Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
HDAC Winter Invite, 2016-02-27, Open Men's 85 kg, Barry Schroeder, 84.87, 85, 90, 95, 108, 112, 117, 95, 117, 212
HDAC Winter Invite, 2016-02-27, Open Men's 85 kg, Ching Lu, 84.96, 65, 70, -75, 83, 90, 95, 70, 95, 165
HDAC Winter Invite, 2016-02-27, Open Women's 58 kg, Neal-Lani Ramez, 57.13, -50, 50, 55, 60, 66, 70, 55, 70, 125
HDAC Winter Invite, 2016-02-27, Women's Masters (35-39) 69 kg, Jessica Gentry, 66.4, 53, -55, 55, 60, 66, 70, 55, 70, 125
HDAC Winter Invite, 2016-02-27, Open Women's 58 kg, Alissa Gensamer, 57.15, 53, 55, -58, 63, 65, -68, 55, 65, 120
HDAC Winter Invite, 2016-02-27, Women's Masters (40-44) 63 kg, Marisol Gensamer, 60.1, 36, 38, 40, 46, 48, 50, 40, 50, 90
HDAC Winter Invite, 2016-02-27, Open Men's 77 kg, Cody Gentry, 69.47, 33, 36, 39, 40, 46, 50, 39, 50, 89
HDAC Winter Invite, 2016-02-27, Open Men's 56 kg, Jared Wolf, 55.26, 10, 15, 20, 25, 30, 35, 20, 35, 55






















