Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2014 Utah Invitational, 2014-08-16, Open Men's 94 kg, Taylor Chiu, 85.56, -105, 105, 110, 130, 135, 0, 110, 135, 245
2014 Utah Invitational, 2014-08-16, Open Men's 94 kg, Tommy Wilkinson, 91.84, -105, -108, 113, 121, 125, -127, 113, 125, 238
2014 Utah Invitational, 2014-08-16, Open Men's 77 kg, Troy Domstead, 76.56, 95, -100, 100, 125, 132, -137, 100, 132, 232
2014 Utah Invitational, 2014-08-16, Open Men's 94 kg, Robert Shaffer, 86.53, -102, -102, 102, 111, 120, 125, 102, 125, 227
2014 Utah Invitational, 2014-08-16, Open Men's 85 kg, Benjamin Jensen, 79.45, 87, 92, 95, 107, 111, 115, 95, 115, 210
2014 Utah Invitational, 2014-08-16, Open Men's 105 kg, Davit Sargsian, 98.96, -85, -90, 90, 114, -119, -126, 90, 114, 204
2014 Utah Invitational, 2014-08-16, Open Men's 85 kg, Mark Albrecht, 84.28, -75, 81, -87, 100, 107, 113, 81, 113, 194
2014 Utah Invitational, 2014-08-16, Open Men's 77 kg, Mannie Alvarado, 76.91, 70, 80, 84, 90, 99, -105, 84, 99, 183
2014 Utah Invitational, 2014-08-16, Open Women's 58 kg, Danielle Bloomquist, 57.75, 61, 63, 66, 79, 84, -86, 66, 84, 150
2014 Utah Invitational, 2014-08-16, Women's 14-15 Age Group 63 kg, Morgan Sanders, 62.99, 55, -58, -59, 68, 72, 75, 55, 75, 130
2014 Utah Invitational, 2014-08-16, Open Men's 69 kg, Levi Nielson, 68.18, -82, 82, 88, -110, -112, -112, 88, 0, 0
2014 Utah Invitational, 2014-08-16, Open Men's 85 kg, Damon Stewart, 81.66, 110, -113, -113, -130, -133, -133, 110, 0, 0


















