Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2019 Mediterranean Cup, 2019-10-07, Open Men's 109kg, Kevin Wiseman, 107.35, 140, -144, -144, 173, 181, -187, 140, 181, 321
2019 Mediterranean Cup, 2019-10-07, Open Women's 71kg, Kaitlyn Cooper, 71, 90, 92, -94, 108, -112, 115, 92, 115, 207
2019 Mediterranean Cup, 2019-10-07, Open Women's 59kg, Christine Na, 58.8, 79, 82, -85, 102, 106, -108, 82, 106, 188
2019 Mediterranean Cup, 2019-10-07, Open Women's 59kg, Sarabeth Jumper, 58.6, -89, 91, -93, -113, -113, -113, 91, 0, 0


























