Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Iron Sport Developmental #2, 2012-02-18, Open Men's 105 kg, Stephen Mink, 100.3, 0, 0, 0, 121, 0, 0, 0, 121, 0
Iron Sport Developmental #2, 2012-02-18, Open Men's 105 kg, Kevin Nowack, 101.8, 0, 0, 0, 145, 0, 0, 0, 145, 0
Iron Sport Developmental #2, 2012-02-18, Open Men's 105 kg, Kirk Nowack, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0
Iron Sport Developmental #2, 2012-02-18, Open Men's 85 kg, Sean Burke, 83.5, 0, 0, 0, 110, 0, 0, 0, 110, 0
Iron Sport Developmental #2, 2012-02-18, Open Women's +75 Kg, Elisha Weckesser, 82.3, 0, 0, 0, 65, 0, 0, 0, 65, 0
Iron Sport Developmental #2, 2012-02-18, Open Women's 58 kg, Jennifer Sargent, 56.5, 0, 0, 0, 50, 0, 0, 0, 50, 0
Iron Sport Developmental #2, 2012-02-18, Open Women's 58 kg, Sarah Henderson, 56.9, 0, 0, 0, 62, 0, 0, 0, 62, 0
Iron Sport Developmental #2, 2012-02-18, Open Men's+105 kg, michael McKenna, 150, 0, 0, 0, 140, 0, 0, 0, 140, 0






















