Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2016 Chikara Invitational, 2016-08-20, Open Men's 85 kg, Angelo Bianco, 82.24, 135, -140, -140, 165, 170, -173, 135, 170, 305
2016 Chikara Invitational, 2016-08-20, Open Men's 105 kg, Matt Rademacher, 103.58, -125, 128, -135, 150, 155, -160, 128, 155, 283
2016 Chikara Invitational, 2016-08-20, Open Men's 85 kg, Jason Longfellow, 84.46, 115, -125, -125, -150, 150, 160, 115, 160, 275
2016 Chikara Invitational, 2016-08-20, Open Men's 94 kg, Branden Nikka, 90.8, 90, 95, 100, 135, -141, 141, 100, 141, 241
2016 Chikara Invitational, 2016-08-20, Open Women's +75 Kg, Alexandria Ludwig, 94.32, 90, 93, 95, 120, 125, -130, 95, 125, 220
2016 Chikara Invitational, 2016-08-20, Open Men's 62 kg, Jonathan Mendoza, 61.7, 88, -93, -95, 113, -118, -118, 88, 113, 201
2016 Chikara Invitational, 2016-08-20, Women's Masters (35-39) 63 kg, Kristi Brewer, 63, 71, 73, -75, -100, -100, 100, 73, 100, 173
2016 Chikara Invitational, 2016-08-20, Open Women's 53 kg, Reena Tenorio, 52.78, 68, 70, 72, 84, 87, -90, 72, 87, 159
2016 Chikara Invitational, 2016-08-20, Open Women's 58 kg, Catherine Hamilton, 57.98, 67, 69, -70, 80, -85, -85, 69, 80, 149
2016 Chikara Invitational, 2016-08-20, Open Women's 63 kg, Lexi Lopez, 60.84, 62, 66, -70, 77, 80, -84, 66, 80, 146
2016 Chikara Invitational, 2016-08-20, Open Women's 58 kg, Gynnae Romo, 53.94, 56, -59, -60, 70, 73, -75, 56, 73, 129
2016 Chikara Invitational, 2016-08-20, Open Women's 48 kg, karla silva, 47.7, -40, 40, -42, -58, 58, 60, 40, 60, 100
2016 Chikara Invitational, 2016-08-20, Open Men's+105 kg, Joshua Ji, 108.04, 145, -153, -157, -185, -190, -190, 145, 0, 0

















