Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Open Men's +109kg, FRANK MIELE, 109, 132, 137, -140, -171, 171, -175, 137, 171, 308
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Open Men's 109kg, Matthew Fuller, 103.6, 80, -84, -84, 102, 105, 107, 80, 107, 187
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Open Men's 81kg, George Vega, 76.7, 76, -80, -82, 97, -102, 102, 76, 102, 178
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Open Men's 89kg, christopher lopez, 87.2, -70, -70, 70, -97, 97, -102, 70, 97, 167
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Open Men's 81kg, Hugo Kim, 79.8, 57, 60, 63, 65, 68, 70, 63, 70, 133
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Men's 14-15 Age Group +89kg, Jack Macias, 105.7, 53, 56, 58, 65, 68, 71, 58, 71, 129
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Men's 13 Under Age Group 49kg, Liam Jones, 48.9, -52, -52, 52, 63, 66, -69, 52, 66, 118
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Open Women's 59kg, Cassie Girardin, 58.8, -42, -42, 42, 53, -53, -55, 42, 53, 95
11th HoundWood Gym Pocket-Size Open, 2019-06-15, Open Women's 49kg, Jessica Mesias, 47.8, 25, 28, 30, 25, -30, -30, 30, 25, 55





















