Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Orlando Open and Youth Showcase, 2021-10-02, Women's 16-17 Age Group 71kg, Amber Fazio, 68.3, 83, 86, 86, 103, 106, 189, 86, 189, 275
Orlando Open and Youth Showcase, 2021-10-02, Open Men's 96kg, Ryan Sexton, 95.5, 98, 101, 104, 120, 125, 128, 104, 128, 232
Orlando Open and Youth Showcase, 2021-10-02, Open Women's 71kg, Maria Azpiri, 71, 77, 80, 82, 95, 95, 97, 82, 97, 179
Orlando Open and Youth Showcase, 2021-10-02, Open Women's 71kg, Jennifer Rice, 70.1, 50, 53, 59, 76, 80, 82, 59, 82, 141
Orlando Open and Youth Showcase, 2021-10-02, Men's 16-17 Age Group 81kg, Tyler Billig, 78.7, 50, 54, 54, 55, 60, 65, 54, 65, 119

























