Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2020 La Coupe du Voyageur Championships, 2020-02-09, Open Women's 81kg, Anneliese Wagner, 76, -52, 52, 56, 65, -68, -68, 56, 65, 121
2020 La Coupe du Voyageur Championships, 2020-02-09, Open Women's 76kg, Anneliese Wagner, 74.6, -52, 52, 56, 65, -68, -68, 56, 65, 121
2020 La Coupe du Voyageur Championships, 2020-02-09, Open Men's +109kg, Yue-Houng Hu, 109.01, 0, 0, 0, 0, 0, 0, 0, 0, 0



























