Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Idaho LWC Developmental Meet #1, 2012-01-28, Men's 13 Under Age Group 44kg, Brennen Stimpson, 43.09, 0, 0, 0, 38, 0, 0, 0, 38, 0
Idaho LWC Developmental Meet #1, 2012-01-28, Open Men's 69 kg, Lucas Warburton, 64.15, 0, 0, 0, 75, 0, 0, 0, 75, 0
Idaho LWC Developmental Meet #1, 2012-01-28, Open Men's 69 kg, Brady Stimpson, 68.95, 0, 0, 0, 75, 0, 0, 0, 75, 0
Idaho LWC Developmental Meet #1, 2012-01-28, Open Men's 85 kg, Dillon Dunn, 80.5, 0, 0, 0, 85, 0, 0, 0, 85, 0
Idaho LWC Developmental Meet #1, 2012-01-28, Open Men's 85 kg, Chris McIntire, 80.22, 0, 0, 0, 95, 0, 0, 0, 95, 0
Idaho LWC Developmental Meet #1, 2012-01-28, Open Men's+105 kg, Stacey Stimpson, 116.57, 0, 0, 0, 80, 0, 0, 0, 80, 0
Idaho LWC Developmental Meet #1, 2012-01-28, Open Women's +75 Kg, Jan Cook, 156.08, 0, 0, 0, 90, 0, 0, 0, 90, 0























