Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Cincinnati Cabin Fever Open Meet, 2012-02-19, Women's 13 Under Age Group 53kg, Grace Shields, 51.7, 0, 0, 0, 25, 0, 0, 0, 25, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Women's Masters (40-44) +75 kg, Fern Strahan, 80.7, 0, 0, 0, 42, 0, 0, 0, 42, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Men's 13 Under Age Group 39kg, Bret Pfeiffer, 38.2, 0, 0, 0, 55, 0, 0, 0, 55, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 85 kg, Ralph Guglielmi, 80.9, 0, 0, 0, 80, 0, 0, 0, 80, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 69 kg, Kyle Moran, 68.5, 0, 0, 0, 82, 0, 0, 0, 82, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 105 kg, Zachary Cramer, 102.3, 0, 0, 0, 75, 0, 0, 0, 75, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 62 kg, Keith Connolly, 58.4, 0, 0, 0, 93, 0, 0, 0, 93, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 77 kg, Adam Coons, 74, 0, 0, 0, 95, 0, 0, 0, 95, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 69 kg, Milo Swain, 69, 0, 0, 0, 98, 0, 0, 0, 98, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 69 kg, Ron Walker, 69, 0, 0, 0, 102, 0, 0, 0, 102, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 105 kg, Benyamin Williams, 99.4, 0, 0, 0, 130, 0, 0, 0, 130, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 69 kg, Anthony McLaughlin, 68.8, 0, 0, 0, 110, 0, 0, 0, 110, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 77 kg, Quinn Henoch, 76.9, 0, 0, 0, 120, 0, 0, 0, 120, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 105 kg, Ben Carter, 102.3, 0, 0, 0, 120, 0, 0, 0, 120, 0
Cincinnati Cabin Fever Open Meet, 2012-02-19, Open Men's 85 kg, Jacob Flint, 84.1, 0, 0, 0, 150, 0, 0, 0, 150, 0















