Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Liftmas, 2018-12-08, Open Men's 109kg, Tanner Paul, 105.3, 106, 112, 118, 143, 151, 157, 118, 157, 275
Liftmas, 2018-12-08, Open Men's 109kg, Robert Barbour, 105, 100, 105, 111, 140, 150, 160, 111, 160, 271
Liftmas, 2018-12-08, Open Men's +109kg, Daniel Ridlen, 122, 102, 108, 111, 134, 141, 143, 111, 143, 254
Liftmas, 2018-12-08, Open Men's 67kg, Brett Weinert, 63, 70, 70, 79, 86, 92, 100, 79, 100, 179
Liftmas, 2018-12-08, Open Men's 89kg, Brian Espino, 86.2, 60, 65, 70, 75, 80, 91, 70, 91, 161
Liftmas, 2018-12-08, Open Women's 59kg, Christianna Goetz, 56.9, 45, 47, 50, 60, 64, 67, 50, 67, 117
























