Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 96kg, Jason Garrard, 92.6, 118, -124, -124, 147, -156, -162, 118, 147, 265
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 89kg, Samudin Bektash Uulu, 88, 95, 100, 105, 125, 130, 135, 105, 135, 240
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 102kg, Danny Henry, 100, 90, 100, -111, 125, -135, 135, 100, 135, 235
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 55kg, Elzar Taiirov, 54, 80, 85, 90, 100, 105, 110, 90, 110, 200
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 89kg, Clay Reed, 84.1, 75, 80, 85, 100, 105, 110, 85, 110, 195
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 89kg, Lee Draper, 88, 80, -90, -90, 100, 112, -118, 80, 112, 192
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 102kg, Scott Ragan, 102, 75, -80, 80, 90, 95, -98, 80, 95, 175
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 89kg, Teddy Binette, 85, 66, 71, 75, 86, 95, 97, 75, 97, 172
Event To Register for 19 Masters Nationals, 2019-01-02, Open Women's 49kg, Zhanyl Okoeva, 48, 55, 60, 65, 75, 80, 85, 65, 85, 150
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 67kg, Robert McEwen, 66, 53, -55, 57, 65, -67, 69, 57, 69, 126
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 73kg, Howard Bovell, 72, 40, 45, 50, 50, 55, 60, 50, 60, 110
Event To Register for 19 Masters Nationals, 2019-01-02, Women's Masters (45-49) 49kg, Antoinette Binning, 47.12, -43, 43, 45, 55, 57, 59, 45, 59, 104
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 73kg, Iosif Plagov, 71, 30, 36, 41, 41, 46, -51, 41, 46, 87
Event To Register for 19 Masters Nationals, 2019-01-02, Open Men's 102kg, Thomas Walters, 99, 25, 0, 0, 40, 0, 0, 25, 40, 65
















