Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Iron Horse Last Chance Invitational, 2016-01-17, Open Men's 77 kg, Erik Nygaard, 74.5, 76, 78, 78, 115, 115, 115, 78, 115, 193
Iron Horse Last Chance Invitational, 2016-01-17, Open Women's 75 kg, Kelcy Ware, 73, 62, 65, 69, 90, 93, 96, 69, 96, 165
Iron Horse Last Chance Invitational, 2016-01-17, Open Women's +75 Kg, Megan Keyes, 81.8, 62, 66, 71, 84, 88, 93, 71, 93, 164
Iron Horse Last Chance Invitational, 2016-01-17, Women's Masters (35-39) +75 kg, Dawn Cargile, 95.8, 55, 58, 61, 70, 76, 81, 61, 81, 142
Iron Horse Last Chance Invitational, 2016-01-17, Women's 14-15 Age Group 63 kg, Faith Morse, 60.8, 58, 58, 62, 70, 73, 76, 62, 76, 138
Iron Horse Last Chance Invitational, 2016-01-17, Open Women's 69 kg, Michelle Robbins, 67.2, 56, 59, 60, 75, 78, 78, 60, 78, 138
Iron Horse Last Chance Invitational, 2016-01-17, Open Women's 48 kg, Kaithlin Reckards, 48, 56, 56, 59, 68, 68, 70, 59, 70, 129
Iron Horse Last Chance Invitational, 2016-01-17, Open Women's 53 kg, Shawna Savedo, 51.6, 52, 54, 56, 61, 63, 66, 56, 66, 122
Iron Horse Last Chance Invitational, 2016-01-17, Women's Masters (35-39) 69 kg, Daisy May Gutierrez, 65.6, 40, 43, 47, 50, 57, 64, 47, 64, 111





















