Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
HDAC May Meet, 2015-05-16, Open Men's 105 kg, Dominic Laface, 98.93, 100, 105, -110, 140, 145, -148, 105, 145, 250
HDAC May Meet, 2015-05-16, Open Men's 105 kg, Christopher Lopez, 100.25, -100, -100, 100, 120, -123, -123, 100, 120, 220
HDAC May Meet, 2015-05-16, Open Men's 85 kg, Jose Calderon, 84.34, 80, 86, 91, 100, 106, 111, 91, 111, 202
HDAC May Meet, 2015-05-16, Women's Masters (35-39) 69 kg, Jessica Gentry, 63.82, 40, 42, 44, 55, 60, 63, 44, 63, 107
HDAC May Meet, 2015-05-16, Open Women's 63 kg, Angelica Cappuccilli, 60.19, 35, 37, -39, 45, 47, -48, 37, 47, 84
HDAC May Meet, 2015-05-16, Women's Masters (45-49) 63 kg, Kristy Cappuccilli, 60.62, 33, 0, 0, 35, 0, 0, 33, 35, 68
























