Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Back to School Meet, 2017-09-23, Open Men's 94 kg, Cedric Roberts, 90.5, 57, -60, 60, 94, -97, 98, 60, 98, 158
Back to School Meet, 2017-09-23, Women's 16-17 Age Group 75 kg, Savannah Parker, 70.5, 46, 49, -52, 68, 71, 74, 49, 74, 123
Back to School Meet, 2017-09-23, Women's 16-17 Age Group +75 kg, Samantha Wood, 105, 38, 41, 45, 58, 61, 65, 45, 65, 110
Back to School Meet, 2017-09-23, Open Men's 56 kg, Michael Moore, 49, 30, 33, 36, 45, 48, 51, 36, 51, 87
Back to School Meet, 2017-09-23, Women's 16-17 Age Group 75 kg, Delaney Willingham, 71, -45, -45, -45, 0, 0, 0, 0, 0, 0
Back to School Meet, 2017-09-23, Women's 16-17 Age Group 75 kg, Kealohalien Tavarez-Diaz, 74, -35, -35, -35, 0, 0, 0, 0, 0, 0
























