Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
NFA National Qualifier, 2013-07-01, Open Men's 85 kg, Wilson Fleming, 84.7, 120, 125, 127, 143, -150, -150, 127, 143, 270
NFA National Qualifier, 2013-07-01, Open Men's 105 kg, Zachary Cramer, 105, 85, 90, 95, 115, -120, 120, 95, 120, 215
NFA National Qualifier, 2013-07-01, Open Men's+105 kg, Jordan Cramer, 138, 72, 77, 81, 92, 95, -100, 81, 95, 176
NFA National Qualifier, 2013-07-01, Open Men's 62 kg, Keith Connolly, 58, 72, 77, -81, 92, -101, -101, 77, 92, 169
NFA National Qualifier, 2013-07-01, Women's Masters (40-44) 69 kg, Terre Dyche, 69, 42, 45, -47, 58, 61, -65, 45, 61, 106
NFA National Qualifier, 2013-07-01, Open Men's 105 kg, Benyamin Williams, 105, 100, 105, -110, -130, -135, 0, 105, 0, 0
























