Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
NMU Last Chance Qualifier, 2020-11-01, Junior Men's 102kg, Ryland Shriver, 99.64, 125, 130, -133, -165, 165, -172, 130, 165, 295
NMU Last Chance Qualifier, 2020-11-01, Junior Men's 89kg, Lander Wells, 87.73, 123, 125, 127, 155, 160, 164, 127, 164, 291
NMU Last Chance Qualifier, 2020-11-01, Junior Men's +109kg, Gage Senty, 123.4, 123, -127, -127, 165, -170, 0, 123, 165, 288
NMU Last Chance Qualifier, 2020-11-01, Junior Men's +109kg, Maximilian Evanson, 150, 95, 102, 108, 155, 160, -165, 108, 160, 268
NMU Last Chance Qualifier, 2020-11-01, Open Men's 73kg, Calvin La, 73, 110, 116, 122, 130, 137, -143, 122, 137, 259
NMU Last Chance Qualifier, 2020-11-01, Open Men's 73kg, Lukas Zielke, 68.28, 90, 95, -100, 115, 0, 0, 95, 115, 210
NMU Last Chance Qualifier, 2020-11-01, Open Women's 59kg, Hannah Hopkins, 57.64, 62, 65, 70, 78, 82, 86, 70, 86, 156
NMU Last Chance Qualifier, 2020-11-01, Junior Women's 64kg, Hannah Alvis, 63.15, 60, 64, 68, 80, 83, 85, 68, 85, 153
NMU Last Chance Qualifier, 2020-11-01, Junior Women's 64kg, Hannah Alvis, 63.15, 60, 64, 68, 80, 83, 85, 68, 85, 153





















