Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Houses' Gym Spring Classic, 2016-02-27, Open Men's 85 kg, Mohammad Alruweai, 85, 100, -110, 0, 120, 130, 0, 100, 130, 230
Houses' Gym Spring Classic, 2016-02-27, Open Men's 85 kg, Luis Cruz, 85, 90, -94, -96, 118, -123, 125, 90, 125, 215
Houses' Gym Spring Classic, 2016-02-27, Open Men's+105 kg, Mark House, 114, 75, 80, 81, 95, 100, -103, 81, 100, 181
Houses' Gym Spring Classic, 2016-02-27, Open Women's 58 kg, Tyera Zweygardt, 57.5, 67, 70, -73, 86, 89, -93, 70, 89, 159
Houses' Gym Spring Classic, 2016-02-27, Open Women's 75 kg, Jordan Gunning, 74.4, 60, 63, 65, 78, 82, 85, 65, 85, 150
Houses' Gym Spring Classic, 2016-02-27, Women's 16-17 Age Group 69 kg, Alexis Raffaeli, 68.3, 62, 66, -70, 76, -79, 81, 66, 81, 147
Houses' Gym Spring Classic, 2016-02-27, Open Women's 63 kg, Cassidy Bell, 61.5, 46, -49, -49, 61, -64, -66, 46, 61, 107
Houses' Gym Spring Classic, 2016-02-27, Women's 16-17 Age Group 58 kg, Ariana Bustos, 57.2, 33, 35, -37, 43, -45, -45, 35, 43, 78
Houses' Gym Spring Classic, 2016-02-27, Women's 16-17 Age Group 48 kg, Wyntur Zweygardt, 44.4, 23, 24, 27, 35, 38, -42, 27, 38, 65





















