Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
LAST CHANCE FOR AO3, 2018-08-03, Open Men's +109kg, Philip Angelo, 140, 100, 110, 115, -135, 135, -140, 115, 135, 250
LAST CHANCE FOR AO3, 2018-08-03, Open Men's 109kg, Christopher Chew, 105.2, 100, 105, -110, 130, 135, -140, 105, 135, 240
LAST CHANCE FOR AO3, 2018-08-03, Open Men's 81kg, Jacob Georges, 79.5, 90, 94, 97, 114, 118, -122, 97, 118, 215
LAST CHANCE FOR AO3, 2018-08-03, Open Men's 89kg, Henry Ubaydi, 85.7, 82, 84, 86, -117, 117, -120, 86, 117, 203
LAST CHANCE FOR AO3, 2018-08-03, Open Men's 96kg, Rong Chen, 89.3, -94, 94, 97, -100, -100, 100, 97, 100, 197
LAST CHANCE FOR AO3, 2018-08-03, Open Women's 71kg, Nicole Rutledge, 64.7, -58, 58, 60, -81, 81, -85, 60, 81, 141
LAST CHANCE FOR AO3, 2018-08-03, Women's Masters (50-54) 71kg, Michelle Vredevoogd, 65.7, 40, 42, 44, 57, 60, 62, 44, 62, 106























