Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Qualifier for AO Series 1, 2017-02-18, Open Men's 94 kg, Jeffrey Cottle, 91.26, 83, 85, 87, 108, -111, -113, 87, 108, 195
Qualifier for AO Series 1, 2017-02-18, Open Men's 62 kg, Enoch Fossum, 61.28, -69, 69, -72, 90, 95, 100, 69, 100, 169
Qualifier for AO Series 1, 2017-02-18, Open Women's 90 kg, Kelli Barnes, 83.74, 53, 56, -58, 73, 78, 83, 56, 83, 139
Qualifier for AO Series 1, 2017-02-18, Open Women's 69 kg, Brittney Lambson, 69, 51, 53, -55, 65, 67, 69, 53, 69, 122
Qualifier for AO Series 1, 2017-02-18, Women's Masters (45-49) 69 kg, Jenny Schumacher, 68.63, 45, -48, 48, -56, 56, -60, 48, 56, 104
Qualifier for AO Series 1, 2017-02-18, Women's Masters (35-39) 53 kg, Amy Thomas, 52.95, 35, 37, 39, 45, -47, -47, 39, 45, 84
Qualifier for AO Series 1, 2017-02-18, -, Ryan Reichman, 35.88, 25, -27, 27, 29, 31, 33, 27, 33, 60























