Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance Qualifier, 2015-07-05, Open Men's 105 kg, Scott Peterson, 102.37, -122, 126, -129, 155, -160, -163, 126, 155, 281
Last Chance Qualifier, 2015-07-05, Open Men's 85 kg, Sean Carr, 83.49, 116, -120, 121, 145, 152, -161, 121, 152, 273
Last Chance Qualifier, 2015-07-05, Open Men's 94 kg, Jason Romero, 93.7, 120, 125, -128, 145, -150, -155, 125, 145, 270
Last Chance Qualifier, 2015-07-05, Open Men's 85 kg, Javier Escanio, 83.44, 100, -105, 105, 134, -139, -140, 105, 134, 239
Last Chance Qualifier, 2015-07-05, Open Women's 53 kg, Courtney Reese, 52.42, -62, 62, 64, 83, -85, -87, 64, 83, 147
Last Chance Qualifier, 2015-07-05, Women's Masters (35-39) +75 kg, Danielle Colan, 83.47, 54, 57, 59, 70, 74, 77, 59, 77, 136
Last Chance Qualifier, 2015-07-05, Open Women's 63 kg, Amanda Scrementi, 61.22, -54, 54, 57, 65, 68, -71, 57, 68, 125
Last Chance Qualifier, 2015-07-05, Women's 13 Under Age Group 44kg, Abby Raymond, 42.06, 35, 37, 39, 41, 43, 45, 39, 45, 84






















