Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Crown Club Meet 1, 2019-08-17, Open Men's +109kg, Elijah McCullough, 120.5, 115, 125, 140, 140, 150, 160, 140, 160, 300
Crown Club Meet 1, 2019-08-17, Open Men's +109kg, Brandon Fisher, 113.15, 86, 92, 98, 102, 110, 125, 98, 125, 223
Crown Club Meet 1, 2019-08-17, Open Men's 81kg, Ian McGetrick, 78.55, 85, 92, -100, -125, 126, -130, 92, 126, 218
Crown Club Meet 1, 2019-08-17, Open Men's +109kg, Leon Samuels, 140.75, 90, 95, 100, 110, 115, -120, 100, 115, 215
Crown Club Meet 1, 2019-08-17, Women's Masters (35-39) 81kg, Jennifer Field, 78, 51, 54, 57, 64, 68, -72, 57, 68, 125
Crown Club Meet 1, 2019-08-17, Women's 16-17 Age Group 81kg, Tania Duncan, 78.5, 40, 45, -50, 55, -58, 60, 45, 60, 105
























