Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2016 WWC Invitational, 2016-10-22, Open Men's 105 kg, Jonathan Poole, 94, -123, 123, 124, -158, 158, 159, 124, 159, 283
2016 WWC Invitational, 2016-10-22, Open Men's 85 kg, Alexander Carnall, 83.95, 117, -123, -123, -155, -155, 155, 117, 155, 272
2016 WWC Invitational, 2016-10-22, Open Men's 105 kg, Walter Neubauer, 102.69, 70, 75, 82, 95, 100, 105, 82, 105, 187
2016 WWC Invitational, 2016-10-22, Open Men's 62 kg, Adam McGee, 58.85, 63, 64, 70, 80, 85, 0, 70, 85, 155
2016 WWC Invitational, 2016-10-22, Open Women's 58 kg, Lindsey Karkos, 57.34, 63, 64, 65, 75, -80, -80, 65, 75, 140
2016 WWC Invitational, 2016-10-22, Women's Masters (35-39) 58 kg, Katy Gunderson, 57.8, -60, -63, -63, 70, -75, 75, 0, 75, 0
























