Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance Medwest AO Qualifier, 2014-10-25, Open Men's+105 kg, Tyler Reiter, 124, 111, 111, 118, 133, 133, 140, 118, 140, 258
Last Chance Medwest AO Qualifier, 2014-10-25, Open Men's 85 kg, Benjamin Eischens, 84.95, 97, 97, 101, 118, 123, 123, 101, 123, 224
Last Chance Medwest AO Qualifier, 2014-10-25, Open Men's 62 kg, Tri Phu, 61.8, 98, 101, 101, 116, 119, 122, 101, 122, 223
Last Chance Medwest AO Qualifier, 2014-10-25, Open Men's 69 kg, Christopher Yang, 68.6, 92, 97, 99, 112, 118, 122, 99, 122, 221
Last Chance Medwest AO Qualifier, 2014-10-25, Open Men's 77 kg, Vinh Huynh, 71.9, 80, 84, 90, 85, 86, 88, 90, 88, 178
Last Chance Medwest AO Qualifier, 2014-10-25, Open Women's 53 kg, Kathleen Parker, 52.25, 56, 56, 56, 67, 69, 70, 56, 70, 126
Last Chance Medwest AO Qualifier, 2014-10-25, Open Women's 63 kg, Michelle Beuthling, 61.4, 41, 43, 47, 52, 55, 58, 47, 58, 105
Last Chance Medwest AO Qualifier, 2014-10-25, Open Women's 53 kg, Megan Moseley, 50.75, 39, 39, 39, 52, 55, 58, 39, 58, 97






















