Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Team WNY January Club Meet, 2019-01-12, Open Men's 96kg, Michael Reinhardt, 95.9, 118, -123, -123, 150, -154, -156, 118, 150, 268
Team WNY January Club Meet, 2019-01-12, Open Men's 81kg, Emre Ortakci, 79.7, 110, 115, 120, -145, 145, -155, 120, 145, 265
Team WNY January Club Meet, 2019-01-12, Open Men's 96kg, Joseph Federowicz, 91.3, 83, 87, 91, 107, 112, 121, 91, 121, 212
Team WNY January Club Meet, 2019-01-12, Open Men's 89kg, Andrew Schaefer, 83.9, -85, 85, 89, -106, 111, 116, 89, 116, 205
Team WNY January Club Meet, 2019-01-12, Open Men's 96kg, Philip Vigars, 91.8, 55, 59, 63, 77, 81, 85, 63, 85, 148
Team WNY January Club Meet, 2019-01-12, Women's Masters (35-39) 76kg, Parastoo Zare, 74.2, 47, 50, 55, 67, 71, 78, 55, 78, 133
Team WNY January Club Meet, 2019-01-12, Open Women's 71kg, Julia Panepinto, 70.4, 48, -52, 52, 65, -68, 68, 52, 68, 120























