Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
July Weightlifting League, 2017-07-16, Open Men's+105 kg, Duprie Moon Sr, 114.1, -107, 107, 111, 135, 140, 0, 111, 140, 251
July Weightlifting League, 2017-07-16, Open Men's 94 kg, Casey Vinings, 93.85, 100, 105, -110, 127, 133, 137, 105, 137, 242
July Weightlifting League, 2017-07-16, Open Men's 77 kg, Jarrett Baston, 76.8, 102, 104, -107, 125, 129, 133, 104, 133, 237
July Weightlifting League, 2017-07-16, Open Men's 77 kg, Brian Newtz, 76.25, 90, -95, 95, 110, 116, -121, 95, 116, 211
July Weightlifting League, 2017-07-16, Open Men's 85 kg, Ken Bray, 81, 62, 66, 70, 84, 91, -97, 70, 91, 161
July Weightlifting League, 2017-07-16, Open Men's 85 kg, Vincent John Maranan, 80.5, 60, 64, -67, 71, 76, 81, 64, 81, 145
July Weightlifting League, 2017-07-16, Open Women's 58 kg, Natalia Iannarino, 58, 51, -54, -56, 70, 74, -77, 51, 74, 125
July Weightlifting League, 2017-07-16, Open Women's 63 kg, Adriana Cosentino, 63, 50, 54, -57, 60, 66, -72, 54, 66, 120
July Weightlifting League, 2017-07-16, Open Men's 94 kg, Michael Vano, 93.95, -88, -88, -88, 110, 115, -123, 0, 115, 0





















