Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Youth Qualifier, 2014-04-25, Women's 16-17 Age Group 75 kg, Nicole Tennant, 74.6, 65, 68, 70, 80, 85, 90, 70, 90, 160
Youth Qualifier, 2014-04-25, Open Men's 69 kg, Skylar Martin, 67.4, 60, 65, 68, 70, 73, 75, 68, 75, 143
Youth Qualifier, 2014-04-25, -, Connor Austin, 37.5, 25, 30, 30, 35, 40, 45, 30, 45, 75
Youth Qualifier, 2014-04-25, Men's 13 Under Age Group 62 Kg, Cainen Hissong, 61.8, 25, 28, 30, 35, 38, 38, 30, 38, 68
Youth Qualifier, 2014-04-25, Men's 13 Under Age Group 35 Kg, Connor Gunderson, 33.7, 20, 23, 25, 28, 31, 32, 25, 32, 57
Youth Qualifier, 2014-04-25, Women's 13 Under Age Group 48kg, Caelia Hissong, 47.5, 20, 23, 25, 27, 30, 30, 25, 30, 55
Youth Qualifier, 2014-04-25, Women's 13 Under Age Group 31kg, Courtlin Hissong, 27.6, 10, 13, 15, 18, 20, 22, 15, 22, 37























