Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last chance meet 2, 2017-01-14, Open Men's 94 kg, Alex Smith, 93.9, 97, 100, 103, 123, 126, 130, 103, 130, 233
Last chance meet 2, 2017-01-14, Women's Masters (35-39) 90 kg, Alissa Davies, 78.6, 70, 72, 75, 85, 89, 92, 75, 92, 167
Last chance meet 2, 2017-01-14, Open Women's +90 kg, Sabrina Flattery, 105.4, -62, 62, -64, 82, -85, -85, 62, 82, 144
Last chance meet 2, 2017-01-14, Open Women's 69 kg, Elizabeth Persitz, 67.8, 57, 59, 61, 69, 72, 74, 61, 74, 135
Last chance meet 2, 2017-01-14, Open Women's 58 kg, Ali VanValkenburg, 56.6, 54, -56, 56, 72, 74, 76, 56, 76, 132
Last chance meet 2, 2017-01-14, Open Women's 69 kg, Lauren Drayton, 63.7, 55, -56, -57, 64, 68, -70, 55, 68, 123
Last chance meet 2, 2017-01-14, Open Women's 48 kg, Mary Schwend, 47.8, -38, -38, 38, -60, -60, -60, 38, 0, 0
Last chance meet 2, 2017-01-14, Open Women's 69 kg, Anna Marie Clear, 65.7, -55, -55, -55, 73, 76, -79, 0, 76, 0






















